date,1 - Título,1 - URL,2 - Título,2 - URL,3 - Título,3 - URL,4 - Título,4 - URL,5 - Título,5 - URL,6 - Título,6 - URL,7 - Título,7 - URL,8 - Título,8 - URL,9 - Título,9 - URL,10 - Título,10 - URL
"""2016-12-31T17:51:00.250Z""",UFC 207: Amanda Nunes atropela Ronda Rousey em Las Vegas,http://web.archive.org/web/20161231185125/http://veja.abril.com.br/esporte/ufc-207-amanda-nunes-atropela-ronda-rousey-em-las-vegas/,Viúva do embaixador recebia amante em casa enquanto marido dormia,http://web.archive.org/web/20161231185125/http://veja.abril.com.br/brasil/viuva-de-embaixador-recebia-amante-em-casa-enquanto-marido-dormia/,"'Lula nunca gostou de mim', diz Marcelo Odebrecht a procuradores",http://web.archive.org/web/20161231185125/http://veja.abril.com.br/brasil/lula-nunca-gostou-de-mim-diz-marcelo-odebrecht-a-procuradores/,"Ronda perdeu feio, mas recebeu (bem) mais que Amanda Nunes",http://web.archive.org/web/20161231185125/http://veja.abril.com.br/esporte/ronda-perdeu-feio-mas-recebeu-bem-mais-que-amanda-nunes/,Morte de ambulante: OAB repudia fala de Bocardi contra advogado,http://web.archive.org/web/20161231185125/http://veja.abril.com.br/brasil/morte-de-ambulante-oab-repudia-fala-de-bocardi-contra-advogado/,Viúva ofereceu 80 mil reais pela morte de embaixador da Grécia,http://web.archive.org/web/20161231185125/http://veja.abril.com.br/brasil/viuva-ofereceu-80-mil-reais-pela-morte-de-embaixador-da-grecia/,Amanda Nunes faz piada com Ronda Rousey após nocaute,http://web.archive.org/web/20161231185125/http://veja.abril.com.br/esporte/amanda-nunes-faz-piada-com-ronda-rousey-apos-nocaute/,WhatsApp deixa de funcionar em alguns aparelhos,http://web.archive.org/web/20161231185125/http://veja.abril.com.br/tecnologia/whatsapp-deixa-de-funcionar-neste-domingo-em-alguns-aparelhos/,Comportamento de mulher de embaixador gerou suspeita,http://web.archive.org/web/20161231185125/http://veja.abril.com.br/brasil/comportamento-de-mulher-de-embaixador-gerou-suspeita/,Mulher de embaixador entra em contradição e chora,http://web.archive.org/web/20161231185125/http://veja.abril.com.br/brasil/mulher-de-embaixador-confessa-participacao-em-assassinato/
"""2017-01-01T21:06:00.580Z""","Homem mata filho, ex-mulher e mais dez pessoas em Campinas",http://web.archive.org/web/20170101220658/http://veja.abril.com.br/brasil/homem-mata-filho-ex-mulher-e-mais-dez-pessoas-em-campinas/,Seis vencedores vão dividir prêmio da Mega Sena da Virada,http://web.archive.org/web/20170101220658/http://veja.abril.com.br/brasil/seis-vencedores-vao-dividir-premio-da-mega-sena-da-virada/,Leia carta deixada por autor de chacina em Campinas,http://web.archive.org/web/20170101220658/http://veja.abril.com.br/brasil/leia-carta-deixada-por-autor-de-chacina-em-campinas/,Confira os números da Mega-Sena da Virada de 2016,http://web.archive.org/web/20170101220658/http://veja.abril.com.br/brasil/confira-os-numeros-da-mega-sena-da-virada-de-2016/,"'Citei todos eles e todos eles estão aí', diz delator dos anos 90",http://web.archive.org/web/20170101220658/http://veja.abril.com.br/brasil/citei-todos-eles-e-todos-eles-estao-ai-diz-delator-dos-anos-90/,"'Lula nunca gostou de mim', diz Marcelo Odebrecht a procuradores",http://web.archive.org/web/20170101220658/http://veja.abril.com.br/brasil/lula-nunca-gostou-de-mim-diz-marcelo-odebrecht-a-procuradores/,Eduardo Cunha: fala que a Polícia Federal te escuta,http://web.archive.org/web/20170101220658/http://veja.abril.com.br/brasil/eduardo-cunha-fala-que-a-policia-federal-te-escuta/,Viúva do embaixador recebia amante em casa enquanto marido dormia,http://web.archive.org/web/20170101220658/http://veja.abril.com.br/brasil/viuva-de-embaixador-recebia-amante-em-casa-enquanto-marido-dormia/,Mariah Carey larga show antes do fim na Times Square e decepciona,http://web.archive.org/web/20170101220658/http://veja.abril.com.br/entretenimento/mariah-carey-larga-show-antes-do-fim-na-times-square-e-decepciona/,Matthew McConaughey: 'Sou louco pela novela Viver a Vida',http://web.archive.org/web/20170101220658/http://veja.abril.com.br/entretenimento/matthew-mcconaughey-sou-louco-pela-novela-viver-a-vida/
"""2017-01-03T17:24:00.440Z""",Leia carta deixada por autor de chacina em Campinas,http://web.archive.org/web/20170103182444/http://veja.abril.com.br/brasil/leia-carta-deixada-por-autor-de-chacina-em-campinas/,"Terremoto de magnitude 4,6 atinge o Maranhão",http://web.archive.org/web/20170103182444/http://veja.abril.com.br/brasil/terremoto-de-magnitude-4-6-atinge-o-maranhao/,Trump diz à Coreia do Norte que 'não haverá arma nuclear',http://web.archive.org/web/20170103182444/http://veja.abril.com.br/mundo/trump-diz-a-coreia-do-norte-que-nao-havera-arma-nuclear/,STF determina quebra de sigilo telefônico de Gleisi Hoffmann,http://web.archive.org/web/20170103182444/http://veja.abril.com.br/politica/stf-determina-quebra-de-sigilo-telefonico-de-gleisi-hoffmann/,Vítima de chacina em Campinas tinha acusado ex-marido seis vezes,http://web.archive.org/web/20170103182444/http://veja.abril.com.br/brasil/vitima-de-chacina-em-campinas-tinha-acusado-ex-marido-seis-vezes/,Família do Norte é a terceira maior facção do país,http://web.archive.org/web/20170103182444/http://veja.abril.com.br/brasil/familia-do-norte-e-a-terceira-maior-faccao-do-pais/,Nova teoria: Titanic afundou por incêndio e não pelo iceberg,http://web.archive.org/web/20170103182444/http://veja.abril.com.br/mundo/nova-teoria-titanic-afundou-por-incendio-e-nao-pelo-iceberg/,Azealia Banks ofende Brasil nas redes sociais - e leva troco,http://web.archive.org/web/20170103182444/http://veja.abril.com.br/entretenimento/azealia-banks-ofende-brasil-nas-redes-sociais-e-leva-troco/,Anvisa proíbe lote de arroz por encontrar fezes e pelo de roedor,http://web.archive.org/web/20170103182444/http://veja.abril.com.br/economia/anvisa-proibe-lote-de-arroz-por-encontrar-fezes-e-pelo-de-roedor/,Fugitivo de Manaus que postou foto em redes é piada na internet,http://web.archive.org/web/20170103182444/http://veja.abril.com.br/brasil/fugitivo-de-manaus-que-postou-foto-em-redes-e-piada-na-internet/
"""2017-01-04T18:17:00.040Z""",Acidente do filho tira Bonner do 'Jornal Nacional',http://web.archive.org/web/20170104191704/http://veja.abril.com.br/entretenimento/acidente-do-filho-tira-bonner-do-jornal-nacional/,O 'xerife' do massacre em Manaus,http://web.archive.org/web/20170104191704/http://veja.abril.com.br/brasil/o-xerife-do-massacre-em-manaus/,Ana Furtado substitui Fátima e comenta acidente de carro,http://web.archive.org/web/20170104191704/http://veja.abril.com.br/entretenimento/ana-furtado-substitui-fatima-e-comenta-acidente-de-carro/,Filho de Bonner e Fátima Bernardes sofre acidente de carro,http://web.archive.org/web/20170104191704/http://veja.abril.com.br/entretenimento/filho-de-bonner-e-fatima-bernardes-sofre-acidente-de-carro/,Bebê é internado após uso de protetor solar da Peppa Pig,http://web.archive.org/web/20170104191704/http://veja.abril.com.br/saude/bebe-e-internado-apos-uso-de-protetor-solar-da-peppa-pig/,Adolescente americano acorda do coma falando espanhol,http://web.archive.org/web/20170104191704/http://veja.abril.com.br/mundo/adolescente-americano-acorda-do-coma-falando-espanhol/,"Em calamidade financeira, governo de MG compra dois helicópteros",http://web.archive.org/web/20170104191704/http://veja.abril.com.br/politica/em-calamidade-financeira-governo-de-mg-compra-dois-helicopteros/,"Massacrada, Ronda recebe 45 dias de suspensão médica",http://web.archive.org/web/20170104191704/http://veja.abril.com.br/esporte/massacrada-ronda-recebe-45-dias-de-suspensao-medica/,Vídeo mostra presos decapitados e rivais comemorando em Manaus,http://web.archive.org/web/20170104191704/http://veja.abril.com.br/?p=1833069,Conheça o mesentério: o novo órgão do corpo humano,http://web.archive.org/web/20170104191704/http://veja.abril.com.br/saude/conheca-o-mesenterio-o-novo-orgao-do-corpo-humano/
"""2017-01-05T19:22:00.090Z""",Monica Iozzi e globais causam com nude coletivo,http://web.archive.org/web/20170105202209/http://veja.abril.com.br/entretenimento/monica-iozzi-e-globais-causam-com-nude-coletivo/,Deputado quer erradicar o vício em masturbação,http://web.archive.org/web/20170105202209/http://veja.abril.com.br/politica/deputado-quer-erradicar-o-vicio-em-masturbacao/,"Com lesão na coluna, amigo do filho de Bonner recebe apoio na web",http://web.archive.org/web/20170105202209/http://veja.abril.com.br/entretenimento/com-lesao-na-coluna-amigo-do-filho-de-bonner-recebe-apoio-na-web/,Autor de massacre racista nos EUA diz que não se arrepende,http://web.archive.org/web/20170105202209/http://veja.abril.com.br/mundo/autor-de-massacre-racista-nos-eua-diz-que-nao-se-arrepende/,Filho de Pedro Grendene ganha US$ 50 mil em cassino no Uruguai,http://web.archive.org/web/20170105202209/http://veja.abril.com.br/brasil/filho-de-pedro-grendene-ganha-us-50-mil-em-cassino-no-uruguai/,"'De certa forma, o banheiro tem ligação com o impeachment'",http://web.archive.org/web/20170105202209/http://veja.abril.com.br/brasil/janaina-paschoal-o-banheiro-tem-ligacao-com-o-impeachment/,Ana Furtado substitui Fátima e comenta acidente de carro,http://web.archive.org/web/20170105202209/http://veja.abril.com.br/entretenimento/ana-furtado-substitui-fatima-e-comenta-acidente-de-carro/,Trump cancela projetos no Brasil,http://web.archive.org/web/20170105202209/http://veja.abril.com.br/economia/trump-cancela-projetos-no-brasil/,As companhias aéreas mais seguras em 2016 – e as mais inseguras,http://web.archive.org/web/20170105202209/http://veja.abril.com.br/economia/as-companhias-aereas-mais-seguras-em-2016-e-as-mais-inseguras/,"Após Soninha ‘perder a hora’, Doria vai multar quem se atrasar",http://web.archive.org/web/20170105202209/http://veja.abril.com.br/brasil/apos-soninha-perder-a-hora-doria-vai-multar-quem-se-atrasar/
"""2017-01-06T20:23:00.410Z""",Ao menos 33 presos são mortos em RR; ministro nega retaliação,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/brasil/mais-de-30-presos-sao-encontrados-mortos-em-presidio-em-rr/,Zilu passa mal ao volante e bate carro em Alphaville,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/entretenimento/zilu-passa-mal-ao-volante-e-bate-carro-em-alphaville/,Governo sabia que prisão tinha até metralhadora antes de massacre,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/brasil/detentos-de-manaus-tinham-ate-metralhadora-antes-de-massacre/,Filho de Letícia Spiller e Marcello Novaes capota carro no Rio,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/entretenimento/filho-de-leticia-spiller-e-marcello-novaes-capota-carro-no-rio/,PCC já teria plano para se vingar de Família do Norte,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/brasil/pcc-ja-teria-plano-para-se-vingar-de-familia-do-norte/,"Com lesão na coluna, amigo do filho de Bonner recebe apoio na web",http://web.archive.org/web/20170106212341/http://veja.abril.com.br/entretenimento/com-lesao-na-coluna-amigo-do-filho-de-bonner-recebe-apoio-na-web/,Tiroteio em aeroporto da Flórida deixa pelo menos 5 mortos,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/mundo/tiroteio-em-aeroporto-da-florida-deixa-pelo-menos-9-feridos/,Racha em facção que se aliou ao PCC deixa cadeias do RJ em alerta,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/brasil/racha-em-faccao-que-se-aliou-ao-pcc-deixa-cadeias-do-rj-em-alerta/,Gestão Doria 'envelopa' área em viaduto com moradores de rua,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/brasil/gestao-doria-envelopa-area-em-viaduto-e-oculta-moradores-de-rua/,Vera Fischer critica Globo e novela de Gloria Perez,http://web.archive.org/web/20170106212341/http://veja.abril.com.br/entretenimento/vera-fischer-critica-globo-e-novela-de-gloria-perez/
"""2017-01-07T20:34:00.480Z""",Imprensa internacional destaca perigosa moda brasileira de verão,http://web.archive.org/web/20170107213448/http://veja.abril.com.br/mundo/imprensa-internacional-destaca-perigosa-moda-brasileira-de-verao/,"PCC cumpre ameaça, mata 33 em RR e facções desafiam governo",http://web.archive.org/web/20170107213448/http://veja.abril.com.br/brasil/pcc-cumpre-ameaca-mata-33-em-rr-e-faccoes-desafiam-governo/,Chico Pinheiro encerra 'JN' com 'Graças a Deus hoje é sexta',http://web.archive.org/web/20170107213448/http://veja.abril.com.br/entretenimento/chico-pinheiro-encerra-jn-com-gracas-a-deus-hoje-e-sexta/,Curitibana descobre foto sua em carrinho de crepe em Natal,http://web.archive.org/web/20170107213448/http://veja.abril.com.br/economia/curitibana-descobre-foto-sua-em-carrinho-de-crepe-em-natal/,"Americano reage a assalto no Rio, escapa de tiro e é preso",http://web.archive.org/web/20170107213448/http://veja.abril.com.br/brasil/turista-e-preso-ao-agredir-ladrao-e-xingar-policiais-no-rio/,O diário do assassino de Campinas,http://web.archive.org/web/20170107213448/http://veja.abril.com.br/brasil/o-diario-do-assassino-de-campinas/,Secretário que defendeu 'matar mais' nos presídios deixa o cargo,http://web.archive.org/web/20170107213448/http://veja.abril.com.br/brasil/secretario-que-disse-que-tinha-que-matar-mais-deixa-o-cargo/,"Morre Tilikum, a orca do SeaWorld que protagonizou ‘Blackfish’",http://web.archive.org/web/20170107213448/http://veja.abril.com.br/mundo/morre-tilikum-a-orca-do-seaworld-que-protagonizou-blackfish/,Neto volta à Chapecoense: 'Ou encaro ou me afundo na depressão',http://web.archive.org/web/20170107213448/http://veja.abril.com.br/esporte/neto-volta-a-chapecoense-ou-encaro-ou-me-afundo-na-depressao/,Regina Duarte ajuda Doria a 'varrer' a avenida Paulista,http://web.archive.org/web/20170107213448/http://veja.abril.com.br/brasil/ao-lado-de-doria-regina-duarte-varre-avenida-paulista-em-sp/
"""2017-01-08T21:39:00.250Z""","‘Que é isso? Meu Deus’, diz pastor ao testemunhar facada em culto",http://web.archive.org/web/20170108223925/http://veja.abril.com.br/brasil/que-e-isso-meu-deus-diz-pastor-ao-testemunhar-facada-em-culto/,"No Caldeirão, artistas cutucam Marquezine sobre volta com Neymar",http://web.archive.org/web/20170108223925/http://veja.abril.com.br/brasil/no-caldeirao-artistas-cutucam-marquezine-sobre-volta-com-neymar/,Imprensa internacional destaca perigosa moda brasileira de verão,http://web.archive.org/web/20170108223925/http://veja.abril.com.br/mundo/imprensa-internacional-destaca-perigosa-moda-brasileira-de-verao/,"""Eu enfrento o medo"", diz juíza que vive sob escolta permanente",http://web.archive.org/web/20170108223925/http://veja.abril.com.br/brasil/eu-enfrento-o-medo-diz-juiza-que-vive-sob-escolta-permanente/,Anvisa proíbe lote de arroz por encontrar fezes e pelo de roedor,http://web.archive.org/web/20170108223925/http://veja.abril.com.br/economia/anvisa-proibe-lote-de-arroz-por-encontrar-fezes-e-pelo-de-roedor/,"PCC cumpre ameaça, mata 33 em RR e facções desafiam governo",http://web.archive.org/web/20170108223925/http://veja.abril.com.br/brasil/pcc-cumpre-ameaca-mata-33-em-rr-e-faccoes-desafiam-governo/,Temporal alaga estação de metrô de SP,http://web.archive.org/web/20170108223925/http://veja.abril.com.br/brasil/temporal-alaga-estacao-de-metro-de-sp/,Monica Iozzi e globais causam com nude coletivo,http://web.archive.org/web/20170108223925/http://veja.abril.com.br/entretenimento/monica-iozzi-e-globais-causam-com-nude-coletivo/,Americano detido após reagir a assalto no Rio 'não se arrepende',http://web.archive.org/web/20170108223925/http://veja.abril.com.br/brasil/americano-detido-apos-reagir-a-assalto-no-rio-nao-se-arrepende/,Material apreendido pela PF revela gastanças da mulher de Cunha,http://web.archive.org/web/20170108223925/http://veja.abril.com.br/brasil/material-apreendido-pela-pf-revela-gastancas-da-mulher-de-cunha/
"""2017-01-09T22:15:00.290Z""",Leonardo Vieira faz manifesto contra a homofobia após ataques,http://web.archive.org/web/20170109231529/http://veja.abril.com.br/entretenimento/leonardo-vieira-faz-manifesto-contra-a-homofobia-apos-ataques/,"‘Que é isso? Meu Deus’, diz pastor ao testemunhar facada em culto",http://web.archive.org/web/20170109231529/http://veja.abril.com.br/brasil/que-e-isso-meu-deus-diz-pastor-ao-testemunhar-facada-em-culto/,"No 'Caldeirão', artistas cutucam Marquezine sobre volta com Neymar",http://web.archive.org/web/20170109231529/http://veja.abril.com.br/brasil/no-caldeirao-artistas-cutucam-marquezine-sobre-volta-com-neymar/,Maduro aumenta salário mínimo em 50% na Venezuela - para R$ 36,http://web.archive.org/web/20170109231529/http://veja.abril.com.br/economia/maduro-aumenta-salario-minimo-em-50-na-venezuela-para-us-12/,Leonardo Vieira é vítima de homofobia e vai prestar queixa,http://web.archive.org/web/20170109231529/http://veja.abril.com.br/entretenimento/leonardo-vieira-e-vitma-de-homofobia-e-ira-prestar-queixa/,Quem escorregou no look do Globo de Ouro 2017?,http://web.archive.org/web/20170109231529/http://veja.abril.com.br/entretenimento/quem-escorregou-no-look-do-globo-de-ouro-2017/,O tigre guarani: a transformação econômica do Paraguai,http://web.archive.org/web/20170109231529/http://veja.abril.com.br/economia/o-tigre-guarani-a-transformacao-economica-do-paraguai/,Emma Stone: prêmio de momento mais constrangedor do Globo de Ouro,http://web.archive.org/web/20170109231529/http://veja.abril.com.br/entretenimento/emma-stone-premio-de-momento-mais-constrangedor-do-globo-de-ouro/,Sol na laje? Saiba os riscos da moda da 'marquinha',http://web.archive.org/web/20170109231529/http://veja.abril.com.br/saude/sol-na-laje-saiba-os-riscos-da-moda-da-marquinha/,Pastor sugere que ataque pode ter sido ordenado por religioso,http://web.archive.org/web/20170109231529/http://veja.abril.com.br/brasil/pastor-sugere-que-ataque-pode-ter-sido-ordenado-por-religioso/
"""2017-01-10T23:04:00.330Z""",Camisa ensanguentada de Valdemiro é usada para 'curar' fiéis,http://web.archive.org/web/20170111000433/http://veja.abril.com.br/brasil/camisa-ensanguentada-de-valdemiro-e-usada-para-curar-fieis/,"Após ser esfaqueado, bispo Valdemiro pede R$ 8 milhões aos fiéis",http://web.archive.org/web/20170111000433/http://veja.abril.com.br/brasil/apos-ser-esfaqueado-bispo-valdemiro-pede-r-8-milhoes-aos-fieis/,Leonardo Vieira faz manifesto contra a homofobia após ataques,http://web.archive.org/web/20170111000433/http://veja.abril.com.br/entretenimento/leonardo-vieira-faz-manifesto-contra-a-homofobia-apos-ataques/,Ex-assessor se torna delator e fala sobre iate de Sérgio Cabral,http://web.archive.org/web/20170111000433/http://veja.abril.com.br/brasil/ex-assessor-se-torna-delator-e-fala-sobre-iate-de-sergio-cabral/,Promotor diz que desembargadora do AM tem 'carinha' de faxineira,http://web.archive.org/web/20170111000433/http://veja.abril.com.br/brasil/promotor-diz-que-desembargadora-do-am-tem-carinha-de-faxineira/,"Neto, da Chape, não culpa piloto: 'Não guardo raiva de ninguém'",http://web.archive.org/web/20170111000433/http://veja.abril.com.br/esporte/neto-da-chape-nao-culpa-piloto-nao-guardo-raiva-de-ninguem/,‘Asteroide-surpresa’ passa próximo à Terra,http://web.archive.org/web/20170111000433/http://veja.abril.com.br/ciencia/asteroide-surpresa-passa-proximo-a-terra/,Meryl Streep compra briga com lutadores de MMA,http://web.archive.org/web/20170111000433/http://veja.abril.com.br/entretenimento/meryl-streep-compra-briga-com-lutadores-de-mma/,A polêmica de todo início de ano está de volta: o IPVA é ilegal?,http://web.archive.org/web/20170111000433/http://veja.abril.com.br/economia/a-polemica-de-todo-inicio-de-ano-esta-de-volta-o-ipva-e-ilegal/,"Abandonado e sem energia, o estádio do Maracanã é saqueado",http://web.archive.org/web/20170111000433/http://veja.abril.com.br/esporte/abandonado-e-sem-energia-o-estadio-do-maracana-e-saqueado/
